"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2006-06","2020-09","Long-term migrant","Net","Female","0-4 years",35,0,"Final"
"2006-07","2020-09","Long-term migrant","Net","Female","0-4 years",40,0,"Final"
"2006-08","2020-09","Long-term migrant","Net","Female","0-4 years",37,0,"Final"
"2006-09","2020-09","Long-term migrant","Net","Female","0-4 years",93,0,"Final"
"2006-10","2020-09","Long-term migrant","Net","Female","0-4 years",70,0,"Final"
"2006-11","2020-09","Long-term migrant","Net","Female","0-4 years",94,0,"Final"
"2006-12","2020-09","Long-term migrant","Net","Female","0-4 years",84,0,"Final"
"2007-01","2020-09","Long-term migrant","Net","Female","0-4 years",89,0,"Final"
"2007-02","2020-09","Long-term migrant","Net","Female","0-4 years",28,0,"Final"
"2007-03","2020-09","Long-term migrant","Net","Female","0-4 years",-62,0,"Final"
"2007-04","2020-09","Long-term migrant","Net","Female","0-4 years",-32,0,"Final"
"2007-05","2020-09","Long-term migrant","Net","Female","0-4 years",-63,0,"Final"
"2007-06","2020-09","Long-term migrant","Net","Female","0-4 years",-59,0,"Final"
"2007-07","2020-09","Long-term migrant","Net","Female","0-4 years",-53,0,"Final"
"2007-08","2020-09","Long-term migrant","Net","Female","0-4 years",79,0,"Final"
"2007-09","2020-09","Long-term migrant","Net","Female","0-4 years",105,0,"Final"
"2007-10","2020-09","Long-term migrant","Net","Female","0-4 years",70,0,"Final"
"2007-11","2020-09","Long-term migrant","Net","Female","0-4 years",94,0,"Final"
"2007-12","2020-09","Long-term migrant","Net","Female","0-4 years",63,0,"Final"
"2008-01","2020-09","Long-term migrant","Net","Female","0-4 years",21,0,"Final"
"2008-02","2020-09","Long-term migrant","Net","Female","0-4 years",10,0,"Final"
"2008-03","2020-09","Long-term migrant","Net","Female","0-4 years",2,0,"Final"
"2008-04","2020-09","Long-term migrant","Net","Female","0-4 years",-73,0,"Final"
"2008-05","2020-09","Long-term migrant","Net","Female","0-4 years",-83,0,"Final"
"2008-06","2020-09","Long-term migrant","Net","Female","0-4 years",11,0,"Final"
"2008-07","2020-09","Long-term migrant","Net","Female","0-4 years",-44,0,"Final"
"2008-08","2020-09","Long-term migrant","Net","Female","0-4 years",-19,0,"Final"
"2008-09","2020-09","Long-term migrant","Net","Female","0-4 years",113,0,"Final"
"2008-10","2020-09","Long-term migrant","Net","Female","0-4 years",35,0,"Final"
"2008-11","2020-09","Long-term migrant","Net","Female","0-4 years",80,0,"Final"
"2008-12","2020-09","Long-term migrant","Net","Female","0-4 years",109,0,"Final"
"2009-01","2020-09","Long-term migrant","Net","Female","0-4 years",53,0,"Final"
"2009-02","2020-09","Long-term migrant","Net","Female","0-4 years",73,0,"Final"
"2009-03","2020-09","Long-term migrant","Net","Female","0-4 years",32,0,"Final"
"2009-04","2020-09","Long-term migrant","Net","Female","0-4 years",-4,0,"Final"
"2009-05","2020-09","Long-term migrant","Net","Female","0-4 years",-17,0,"Final"
"2009-06","2020-09","Long-term migrant","Net","Female","0-4 years",-25,0,"Final"
"2009-07","2020-09","Long-term migrant","Net","Female","0-4 years",30,0,"Final"
"2009-08","2020-09","Long-term migrant","Net","Female","0-4 years",69,0,"Final"
"2009-09","2020-09","Long-term migrant","Net","Female","0-4 years",11,0,"Final"
"2009-10","2020-09","Long-term migrant","Net","Female","0-4 years",54,0,"Final"
"2009-11","2020-09","Long-term migrant","Net","Female","0-4 years",71,0,"Final"
"2009-12","2020-09","Long-term migrant","Net","Female","0-4 years",112,0,"Final"
"2010-01","2020-09","Long-term migrant","Net","Female","0-4 years",22,0,"Final"
"2010-02","2020-09","Long-term migrant","Net","Female","0-4 years",-28,0,"Final"
"2010-03","2020-09","Long-term migrant","Net","Female","0-4 years",-50,0,"Final"
"2010-04","2020-09","Long-term migrant","Net","Female","0-4 years",-35,0,"Final"
"2010-05","2020-09","Long-term migrant","Net","Female","0-4 years",-55,0,"Final"
"2010-06","2020-09","Long-term migrant","Net","Female","0-4 years",-74,0,"Final"
"2010-07","2020-09","Long-term migrant","Net","Female","0-4 years",-33,0,"Final"
"2010-08","2020-09","Long-term migrant","Net","Female","0-4 years",-15,0,"Final"
"2010-09","2020-09","Long-term migrant","Net","Female","0-4 years",-21,0,"Final"
"2010-10","2020-09","Long-term migrant","Net","Female","0-4 years",-7,0,"Final"
"2010-11","2020-09","Long-term migrant","Net","Female","0-4 years",-38,0,"Final"
"2010-12","2020-09","Long-term migrant","Net","Female","0-4 years",-36,0,"Final"
"2011-01","2020-09","Long-term migrant","Net","Female","0-4 years",-76,0,"Final"
"2011-02","2020-09","Long-term migrant","Net","Female","0-4 years",-44,0,"Final"
"2011-03","2020-09","Long-term migrant","Net","Female","0-4 years",-187,0,"Final"
"2011-04","2020-09","Long-term migrant","Net","Female","0-4 years",-113,0,"Final"
"2011-05","2020-09","Long-term migrant","Net","Female","0-4 years",-125,0,"Final"
"2011-06","2020-09","Long-term migrant","Net","Female","0-4 years",-139,0,"Final"
"2011-07","2020-09","Long-term migrant","Net","Female","0-4 years",-134,0,"Final"
"2011-08","2020-09","Long-term migrant","Net","Female","0-4 years",-84,0,"Final"
"2011-09","2020-09","Long-term migrant","Net","Female","0-4 years",-33,0,"Final"
"2011-10","2020-09","Long-term migrant","Net","Female","0-4 years",-58,0,"Final"
"2011-11","2020-09","Long-term migrant","Net","Female","0-4 years",3,0,"Final"
"2011-12","2020-09","Long-term migrant","Net","Female","0-4 years",-124,0,"Final"
"2012-01","2020-09","Long-term migrant","Net","Female","0-4 years",-57,0,"Final"
"2012-02","2020-09","Long-term migrant","Net","Female","0-4 years",-52,0,"Final"
"2012-03","2020-09","Long-term migrant","Net","Female","0-4 years",-160,0,"Final"
"2012-04","2020-09","Long-term migrant","Net","Female","0-4 years",-177,0,"Final"
"2012-05","2020-09","Long-term migrant","Net","Female","0-4 years",-90,0,"Final"
"2012-06","2020-09","Long-term migrant","Net","Female","0-4 years",-126,0,"Final"
"2012-07","2020-09","Long-term migrant","Net","Female","0-4 years",-180,0,"Final"
"2012-08","2020-09","Long-term migrant","Net","Female","0-4 years",-75,0,"Final"
"2012-09","2020-09","Long-term migrant","Net","Female","0-4 years",-11,0,"Final"
"2012-10","2020-09","Long-term migrant","Net","Female","0-4 years",-34,0,"Final"
"2012-11","2020-09","Long-term migrant","Net","Female","0-4 years",-45,0,"Final"
"2012-12","2020-09","Long-term migrant","Net","Female","0-4 years",-18,0,"Final"
"2013-01","2020-09","Long-term migrant","Net","Female","0-4 years",-31,0,"Final"
"2013-02","2020-09","Long-term migrant","Net","Female","0-4 years",8,0,"Final"
"2013-03","2020-09","Long-term migrant","Net","Female","0-4 years",-44,0,"Final"
"2013-04","2020-09","Long-term migrant","Net","Female","0-4 years",-17,0,"Final"
"2013-05","2020-09","Long-term migrant","Net","Female","0-4 years",-89,0,"Final"
"2013-06","2020-09","Long-term migrant","Net","Female","0-4 years",-23,0,"Final"
"2013-07","2020-09","Long-term migrant","Net","Female","0-4 years",-14,0,"Final"
"2013-08","2020-09","Long-term migrant","Net","Female","0-4 years",46,0,"Final"
"2013-09","2020-09","Long-term migrant","Net","Female","0-4 years",73,0,"Final"
"2013-10","2020-09","Long-term migrant","Net","Female","0-4 years",29,0,"Final"
"2013-11","2020-09","Long-term migrant","Net","Female","0-4 years",93,0,"Final"
"2013-12","2020-09","Long-term migrant","Net","Female","0-4 years",123,0,"Final"
"2014-01","2020-09","Long-term migrant","Net","Female","0-4 years",136,0,"Final"
"2014-02","2020-09","Long-term migrant","Net","Female","0-4 years",140,0,"Final"
"2014-03","2020-09","Long-term migrant","Net","Female","0-4 years",50,0,"Final"
"2014-04","2020-09","Long-term migrant","Net","Female","0-4 years",18,0,"Final"
"2014-05","2020-09","Long-term migrant","Net","Female","0-4 years",42,0,"Final"
"2014-06","2020-09","Long-term migrant","Net","Female","0-4 years",60,0,"Final"
"2014-07","2020-09","Long-term migrant","Net","Female","0-4 years",42,0,"Final"
"2014-08","2020-09","Long-term migrant","Net","Female","0-4 years",114,0,"Final"
"2014-09","2020-09","Long-term migrant","Net","Female","0-4 years",145,0,"Final"
"2014-10","2020-09","Long-term migrant","Net","Female","0-4 years",114,0,"Final"
"2014-11","2020-09","Long-term migrant","Net","Female","0-4 years",178,0,"Final"
"2014-12","2020-09","Long-term migrant","Net","Female","0-4 years",181,0,"Final"
"2015-01","2020-09","Long-term migrant","Net","Female","0-4 years",146,0,"Final"
"2015-02","2020-09","Long-term migrant","Net","Female","0-4 years",92,0,"Final"
"2015-03","2020-09","Long-term migrant","Net","Female","0-4 years",76,0,"Final"
"2015-04","2020-09","Long-term migrant","Net","Female","0-4 years",126,0,"Final"
"2015-05","2020-09","Long-term migrant","Net","Female","0-4 years",133,0,"Final"
"2015-06","2020-09","Long-term migrant","Net","Female","0-4 years",77,0,"Final"
"2015-07","2020-09","Long-term migrant","Net","Female","0-4 years",73,0,"Final"
"2015-08","2020-09","Long-term migrant","Net","Female","0-4 years",164,0,"Final"
"2015-09","2020-09","Long-term migrant","Net","Female","0-4 years",196,0,"Final"
"2015-10","2020-09","Long-term migrant","Net","Female","0-4 years",193,0,"Final"
"2015-11","2020-09","Long-term migrant","Net","Female","0-4 years",160,0,"Final"
"2015-12","2020-09","Long-term migrant","Net","Female","0-4 years",238,0,"Final"
"2016-01","2020-09","Long-term migrant","Net","Female","0-4 years",146,0,"Final"
"2016-02","2020-09","Long-term migrant","Net","Female","0-4 years",206,0,"Final"
"2016-03","2020-09","Long-term migrant","Net","Female","0-4 years",201,0,"Final"
"2016-04","2020-09","Long-term migrant","Net","Female","0-4 years",100,0,"Final"
"2016-05","2020-09","Long-term migrant","Net","Female","0-4 years",123,0,"Final"
"2016-06","2020-09","Long-term migrant","Net","Female","0-4 years",131,0,"Final"
"2016-07","2020-09","Long-term migrant","Net","Female","0-4 years",121,0,"Final"
"2016-08","2020-09","Long-term migrant","Net","Female","0-4 years",229,0,"Final"
"2016-09","2020-09","Long-term migrant","Net","Female","0-4 years",220,0,"Final"
"2016-10","2020-09","Long-term migrant","Net","Female","0-4 years",232,0,"Final"
"2016-11","2020-09","Long-term migrant","Net","Female","0-4 years",209,0,"Final"
"2016-12","2020-09","Long-term migrant","Net","Female","0-4 years",217,0,"Final"
"2017-01","2020-09","Long-term migrant","Net","Female","0-4 years",177,0,"Final"
"2017-02","2020-09","Long-term migrant","Net","Female","0-4 years",217,0,"Final"
"2017-03","2020-09","Long-term migrant","Net","Female","0-4 years",138,0,"Final"
"2017-04","2020-09","Long-term migrant","Net","Female","0-4 years",96,0,"Final"
"2017-05","2020-09","Long-term migrant","Net","Female","0-4 years",75,0,"Final"
"2017-06","2020-09","Long-term migrant","Net","Female","0-4 years",107,0,"Final"
"2017-07","2020-09","Long-term migrant","Net","Female","0-4 years",167,0,"Final"
"2017-08","2020-09","Long-term migrant","Net","Female","0-4 years",224,0,"Final"
"2017-09","2020-09","Long-term migrant","Net","Female","0-4 years",153,0,"Final"
"2017-10","2020-09","Long-term migrant","Net","Female","0-4 years",200,0,"Final"
"2017-11","2020-09","Long-term migrant","Net","Female","0-4 years",140,0,"Final"
"2017-12","2020-09","Long-term migrant","Net","Female","0-4 years",204,0,"Final"
"2018-01","2020-09","Long-term migrant","Net","Female","0-4 years",194,0,"Final"
"2018-02","2020-09","Long-term migrant","Net","Female","0-4 years",95,0,"Final"
"2018-03","2020-09","Long-term migrant","Net","Female","0-4 years",165,0,"Final"
"2018-04","2020-09","Long-term migrant","Net","Female","0-4 years",87,0,"Final"
"2018-05","2020-09","Long-term migrant","Net","Female","0-4 years",30,0,"Final"
"2018-06","2020-09","Long-term migrant","Net","Female","0-4 years",87,0,"Final"
"2018-07","2020-09","Long-term migrant","Net","Female","0-4 years",76,0,"Final"
"2018-08","2020-09","Long-term migrant","Net","Female","0-4 years",141,0,"Final"
"2018-09","2020-09","Long-term migrant","Net","Female","0-4 years",155,0,"Final"
"2018-10","2020-09","Long-term migrant","Net","Female","0-4 years",183,0,"Final"
"2018-11","2020-09","Long-term migrant","Net","Female","0-4 years",176,0,"Final"
"2018-12","2020-09","Long-term migrant","Net","Female","0-4 years",212,0,"Final"
"2019-01","2020-09","Long-term migrant","Net","Female","0-4 years",150,0,"Final"
"2019-02","2020-09","Long-term migrant","Net","Female","0-4 years",151,0,"Final"
"2019-03","2020-09","Long-term migrant","Net","Female","0-4 years",145,0,"Final"
"2019-04","2020-09","Long-term migrant","Net","Female","0-4 years",87,0,"Final"
"2019-05","2020-09","Long-term migrant","Net","Female","0-4 years",73,0,"Final"
"2019-06","2020-10","Long-term migrant","Net","Female","0-4 years",109,0,"Final"
"2019-07","2020-11","Long-term migrant","Net","Female","0-4 years",93,0,"Final"
"2019-08","2020-12","Long-term migrant","Net","Female","0-4 years",205,0,"Final"
"2019-09","2021-01","Long-term migrant","Net","Female","0-4 years",165,0,"Final"
"2019-10","2021-02","Long-term migrant","Net","Female","0-4 years",158,0,"Final"
"2019-11","2021-03","Long-term migrant","Net","Female","0-4 years",206,0,"Final"
"2019-12","2021-04","Long-term migrant","Net","Female","0-4 years",344,0,"Final"
"2020-01","2021-05","Long-term migrant","Net","Female","0-4 years",229,0,"Final"
"2020-02","2021-06","Long-term migrant","Net","Female","0-4 years",290,0,"Final"
"2020-03","2021-07","Long-term migrant","Net","Female","0-4 years",254,0,"Final"
"2020-04","2021-08","Long-term migrant","Net","Female","0-4 years",9,0,"Final"
"2020-05","2021-09","Long-term migrant","Net","Female","0-4 years",26,0,"Final"
"2020-06","2021-10","Long-term migrant","Net","Female","0-4 years",59,0,"Final"
"2020-07","2021-11","Long-term migrant","Net","Female","0-4 years",40,0,"Final"
"2020-08","2021-12","Long-term migrant","Net","Female","0-4 years",89,0,"Final"
"2020-09","2022-01","Long-term migrant","Net","Female","0-4 years",111,0,"Final"
"2020-10","2022-02","Long-term migrant","Net","Female","0-4 years",103,0,"Final"
"2020-11","2022-03","Long-term migrant","Net","Female","0-4 years",100,0,"Final"
"2020-12","2022-04","Long-term migrant","Net","Female","0-4 years",30,0,"Final"
"2021-01","2022-05","Long-term migrant","Net","Female","0-4 years",45,0,"Final"
"2021-02","2022-06","Long-term migrant","Net","Female","0-4 years",65,0,"Final"
"2021-03","2022-07","Long-term migrant","Net","Female","0-4 years",21,0,"Final"
"2021-04","2022-08","Long-term migrant","Net","Female","0-4 years",48,0,"Final"
"2021-05","2022-09","Long-term migrant","Net","Female","0-4 years",79,0,"Final"
"2021-06","2022-10","Long-term migrant","Net","Female","0-4 years",24,0,"Final"
"2021-07","2022-11","Long-term migrant","Net","Female","0-4 years",83,0,"Final"
"2021-08","2022-12","Long-term migrant","Net","Female","0-4 years",58,0,"Final"
"2021-09","2023-01","Long-term migrant","Net","Female","0-4 years",68,0,"Final"
"2021-10","2023-02","Long-term migrant","Net","Female","0-4 years",110,0,"Final"
"2021-11","2023-03","Long-term migrant","Net","Female","0-4 years",37,0,"Final"
"2021-12","2023-04","Long-term migrant","Net","Female","0-4 years",-17,0,"Final"
"2022-01","2023-05","Long-term migrant","Net","Female","0-4 years",-68,0,"Final"
"2022-02","2023-06","Long-term migrant","Net","Female","0-4 years",-52,0,"Final"
"2022-03","2023-07","Long-term migrant","Net","Female","0-4 years",72,0,"Final"
"2022-04","2023-08","Long-term migrant","Net","Female","0-4 years",19,0,"Final"
"2022-05","2023-09","Long-term migrant","Net","Female","0-4 years",45,0,"Final"
"2022-06","2023-10","Long-term migrant","Net","Female","0-4 years",96,0,"Final"
"2022-07","2023-11","Long-term migrant","Net","Female","0-4 years",28,0,"Final"
"2022-08","2023-12","Long-term migrant","Net","Female","0-4 years",42,0,"Final"
"2022-09","2024-01","Long-term migrant","Net","Female","0-4 years",125,0,"Final"
"2022-10","2024-02","Long-term migrant","Net","Female","0-4 years",107,0,"Final"
"2022-11","2024-03","Long-term migrant","Net","Female","0-4 years",230,0,"Final"
"2022-12","2024-04","Long-term migrant","Net","Female","0-4 years",274,0,"Final"
"2023-01","2024-05","Long-term migrant","Net","Female","0-4 years",177,0,"Final"
"2023-02","2024-06","Long-term migrant","Net","Female","0-4 years",265,0,"Final"
"2023-03","2024-07","Long-term migrant","Net","Female","0-4 years",358,0,"Final"
"2023-04","2024-08","Long-term migrant","Net","Female","0-4 years",154,0,"Final"
"2023-05","2024-09","Long-term migrant","Net","Female","0-4 years",250,0,"Final"
"2023-06","2024-10","Long-term migrant","Net","Female","0-4 years",240,0,"Final"
"2023-07","2024-11","Long-term migrant","Net","Female","0-4 years",145,0,"Final"
"2023-08","2024-12","Long-term migrant","Net","Female","0-4 years",371,0,"Final"
"2023-09","2025-01","Long-term migrant","Net","Female","0-4 years",266,0,"Final"
"2023-10","2025-01","Long-term migrant","Net","Female","0-4 years",284,0,"Provisional"
"2023-11","2025-01","Long-term migrant","Net","Female","0-4 years",223,2,"Provisional"
"2023-12","2025-01","Long-term migrant","Net","Female","0-4 years",210,4,"Provisional"
