"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2005-08","2020-09","Long-term migrant","Departures","Male","30-34 years",352,0,"Final"
"2005-09","2020-09","Long-term migrant","Departures","Male","30-34 years",355,0,"Final"
"2005-10","2020-09","Long-term migrant","Departures","Male","30-34 years",370,0,"Final"
"2005-11","2020-09","Long-term migrant","Departures","Male","30-34 years",363,0,"Final"
"2005-12","2020-09","Long-term migrant","Departures","Male","30-34 years",479,0,"Final"
"2006-01","2020-09","Long-term migrant","Departures","Male","30-34 years",387,0,"Final"
"2006-02","2020-09","Long-term migrant","Departures","Male","30-34 years",429,0,"Final"
"2006-03","2020-09","Long-term migrant","Departures","Male","30-34 years",460,0,"Final"
"2006-04","2020-09","Long-term migrant","Departures","Male","30-34 years",441,0,"Final"
"2006-05","2020-09","Long-term migrant","Departures","Male","30-34 years",443,0,"Final"
"2006-06","2020-09","Long-term migrant","Departures","Male","30-34 years",419,0,"Final"
"2006-07","2020-09","Long-term migrant","Departures","Male","30-34 years",419,0,"Final"
"2006-08","2020-09","Long-term migrant","Departures","Male","30-34 years",411,0,"Final"
"2006-09","2020-09","Long-term migrant","Departures","Male","30-34 years",447,0,"Final"
"2006-10","2020-09","Long-term migrant","Departures","Male","30-34 years",401,0,"Final"
"2006-11","2020-09","Long-term migrant","Departures","Male","30-34 years",405,0,"Final"
"2006-12","2020-09","Long-term migrant","Departures","Male","30-34 years",516,0,"Final"
"2007-01","2020-09","Long-term migrant","Departures","Male","30-34 years",373,0,"Final"
"2007-02","2020-09","Long-term migrant","Departures","Male","30-34 years",425,0,"Final"
"2007-03","2020-09","Long-term migrant","Departures","Male","30-34 years",507,0,"Final"
"2007-04","2020-09","Long-term migrant","Departures","Male","30-34 years",473,0,"Final"
"2007-05","2020-09","Long-term migrant","Departures","Male","30-34 years",530,0,"Final"
"2007-06","2020-09","Long-term migrant","Departures","Male","30-34 years",457,0,"Final"
"2007-07","2020-09","Long-term migrant","Departures","Male","30-34 years",485,0,"Final"
"2007-08","2020-09","Long-term migrant","Departures","Male","30-34 years",439,0,"Final"
"2007-09","2020-09","Long-term migrant","Departures","Male","30-34 years",458,0,"Final"
"2007-10","2020-09","Long-term migrant","Departures","Male","30-34 years",445,0,"Final"
"2007-11","2020-09","Long-term migrant","Departures","Male","30-34 years",428,0,"Final"
"2007-12","2020-09","Long-term migrant","Departures","Male","30-34 years",461,0,"Final"
"2008-01","2020-09","Long-term migrant","Departures","Male","30-34 years",411,0,"Final"
"2008-02","2020-09","Long-term migrant","Departures","Male","30-34 years",462,0,"Final"
"2008-03","2020-09","Long-term migrant","Departures","Male","30-34 years",514,0,"Final"
"2008-04","2020-09","Long-term migrant","Departures","Male","30-34 years",487,0,"Final"
"2008-05","2020-09","Long-term migrant","Departures","Male","30-34 years",521,0,"Final"
"2008-06","2020-09","Long-term migrant","Departures","Male","30-34 years",543,0,"Final"
"2008-07","2020-09","Long-term migrant","Departures","Male","30-34 years",484,0,"Final"
"2008-08","2020-09","Long-term migrant","Departures","Male","30-34 years",460,0,"Final"
"2008-09","2020-09","Long-term migrant","Departures","Male","30-34 years",420,0,"Final"
"2008-10","2020-09","Long-term migrant","Departures","Male","30-34 years",424,0,"Final"
"2008-11","2020-09","Long-term migrant","Departures","Male","30-34 years",409,0,"Final"
"2008-12","2020-09","Long-term migrant","Departures","Male","30-34 years",452,0,"Final"
"2009-01","2020-09","Long-term migrant","Departures","Male","30-34 years",391,0,"Final"
"2009-02","2020-09","Long-term migrant","Departures","Male","30-34 years",397,0,"Final"
"2009-03","2020-09","Long-term migrant","Departures","Male","30-34 years",440,0,"Final"
"2009-04","2020-09","Long-term migrant","Departures","Male","30-34 years",400,0,"Final"
"2009-05","2020-09","Long-term migrant","Departures","Male","30-34 years",406,0,"Final"
"2009-06","2020-09","Long-term migrant","Departures","Male","30-34 years",374,0,"Final"
"2009-07","2020-09","Long-term migrant","Departures","Male","30-34 years",400,0,"Final"
"2009-08","2020-09","Long-term migrant","Departures","Male","30-34 years",395,0,"Final"
"2009-09","2020-09","Long-term migrant","Departures","Male","30-34 years",362,0,"Final"
"2009-10","2020-09","Long-term migrant","Departures","Male","30-34 years",406,0,"Final"
"2009-11","2020-09","Long-term migrant","Departures","Male","30-34 years",398,0,"Final"
"2009-12","2020-09","Long-term migrant","Departures","Male","30-34 years",435,0,"Final"
"2010-01","2020-09","Long-term migrant","Departures","Male","30-34 years",343,0,"Final"
"2010-02","2020-09","Long-term migrant","Departures","Male","30-34 years",454,0,"Final"
"2010-03","2020-09","Long-term migrant","Departures","Male","30-34 years",511,0,"Final"
"2010-04","2020-09","Long-term migrant","Departures","Male","30-34 years",430,0,"Final"
"2010-05","2020-09","Long-term migrant","Departures","Male","30-34 years",533,0,"Final"
"2010-06","2020-09","Long-term migrant","Departures","Male","30-34 years",474,0,"Final"
"2010-07","2020-09","Long-term migrant","Departures","Male","30-34 years",457,0,"Final"
"2010-08","2020-09","Long-term migrant","Departures","Male","30-34 years",451,0,"Final"
"2010-09","2020-09","Long-term migrant","Departures","Male","30-34 years",427,0,"Final"
"2010-10","2020-09","Long-term migrant","Departures","Male","30-34 years",472,0,"Final"
"2010-11","2020-09","Long-term migrant","Departures","Male","30-34 years",406,0,"Final"
"2010-12","2020-09","Long-term migrant","Departures","Male","30-34 years",514,0,"Final"
"2011-01","2020-09","Long-term migrant","Departures","Male","30-34 years",458,0,"Final"
"2011-02","2020-09","Long-term migrant","Departures","Male","30-34 years",470,0,"Final"
"2011-03","2020-09","Long-term migrant","Departures","Male","30-34 years",622,0,"Final"
"2011-04","2020-09","Long-term migrant","Departures","Male","30-34 years",536,0,"Final"
"2008-01","2020-09","Long-term migrant","Departures","TOTAL","55-59 years",236,0,"Final"
"2023-04","2024-08","Long-term migrant","Departures","Male","85-89 years",10,0,"Final"
"2023-05","2024-09","Long-term migrant","Departures","Male","85-89 years",5,0,"Final"
"2023-06","2024-10","Long-term migrant","Departures","Male","85-89 years",6,0,"Final"
"2023-07","2024-11","Long-term migrant","Departures","Male","85-89 years",15,0,"Final"
"2023-08","2024-12","Long-term migrant","Departures","Male","85-89 years",11,0,"Final"
"2023-09","2025-01","Long-term migrant","Departures","Male","85-89 years",9,0,"Final"
"2023-10","2025-01","Long-term migrant","Departures","Male","85-89 years",7,0,"Provisional"
"2023-11","2025-01","Long-term migrant","Departures","Male","85-89 years",6,0,"Provisional"
"2023-12","2025-01","Long-term migrant","Departures","Male","85-89 years",10,0,"Provisional"
"2024-01","2025-01","Long-term migrant","Departures","Male","85-89 years",6,0,"Provisional"
"2024-02","2025-01","Long-term migrant","Departures","Male","85-89 years",6,0,"Provisional"
"2024-03","2025-01","Long-term migrant","Departures","Male","85-89 years",15,1,"Provisional"
"2024-04","2025-01","Long-term migrant","Departures","Male","85-89 years",7,1,"Provisional"
"2024-05","2025-01","Long-term migrant","Departures","Male","85-89 years",14,2,"Provisional"
"2024-06","2025-01","Long-term migrant","Departures","Male","85-89 years",6,1,"Provisional"
"2024-07","2025-01","Long-term migrant","Departures","Male","85-89 years",6,1,"Provisional"
"2024-08","2025-01","Long-term migrant","Departures","Male","85-89 years",6,1,"Provisional"
"2024-09","2025-01","Long-term migrant","Departures","Male","85-89 years",9,2,"Provisional"
"2024-10","2025-01","Long-term migrant","Departures","Male","85-89 years",9,2,"Provisional"
"2024-11","2025-01","Long-term migrant","Departures","Male","85-89 years",13,3,"Provisional"
"2024-12","2025-01","Long-term migrant","Departures","Male","85-89 years",7,3,"Provisional"
"2025-01","2025-01","Long-term migrant","Departures","Male","85-89 years",11,4,"Provisional"
"2001-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2001-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2001-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2001-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2001-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",13,0,"Final"
"2001-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2001-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",3,0,"Final"
"2001-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2001-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2001-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2001-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2001-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2002-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",11,0,"Final"
"2002-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",3,0,"Final"
"2002-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2002-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2002-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2002-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2002-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2003-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2003-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2003-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2003-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",3,0,"Final"
"2003-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",10,0,"Final"
"2003-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2003-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2003-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2003-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2003-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2003-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",10,0,"Final"
"2003-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2004-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2004-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",10,0,"Final"
"2004-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2004-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2004-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2004-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",12,0,"Final"
"2004-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2004-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2004-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2004-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2004-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2004-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2005-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2005-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2005-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2005-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",11,0,"Final"
"2005-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2005-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2005-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",10,0,"Final"
"2005-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2005-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2005-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2005-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2005-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2006-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2006-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2006-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2006-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2006-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2006-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2006-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2006-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2006-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",13,0,"Final"
"2006-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2006-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2006-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",12,0,"Final"
"2007-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2007-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2007-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2007-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2007-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2007-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2007-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2007-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2007-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2007-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2007-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2007-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",13,0,"Final"
"2008-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2008-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",3,0,"Final"
"2008-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",2,0,"Final"
"2008-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2008-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",9,0,"Final"
"2008-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",12,0,"Final"
"2008-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2008-08","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",8,0,"Final"
"2008-09","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2008-10","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2008-11","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",5,0,"Final"
"2008-12","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2009-01","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",3,0,"Final"
"2009-02","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",4,0,"Final"
"2009-03","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",7,0,"Final"
"2009-04","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",10,0,"Final"
"2009-05","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",11,0,"Final"
"2009-06","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",12,0,"Final"
"2009-07","2020-09","Long-term migrant","Departures","TOTAL","85-89 years",6,0,"Final"
"2019-08","2020-12","Long-term migrant","Departures","TOTAL","TOTAL",6589,0,"Final"
"2019-09","2021-01","Long-term migrant","Departures","TOTAL","TOTAL",6786,0,"Final"
"2019-10","2021-02","Long-term migrant","Departures","TOTAL","TOTAL",6908,0,"Final"
"2019-11","2021-03","Long-term migrant","Departures","TOTAL","TOTAL",9690,0,"Final"
"2019-12","2021-04","Long-term migrant","Departures","TOTAL","TOTAL",11408,0,"Final"
"2020-01","2021-05","Long-term migrant","Departures","TOTAL","TOTAL",8899,0,"Final"
"2020-02","2021-06","Long-term migrant","Departures","TOTAL","TOTAL",6446,0,"Final"
"2020-03","2021-07","Long-term migrant","Departures","TOTAL","TOTAL",6126,0,"Final"
"2020-04","2021-08","Long-term migrant","Departures","TOTAL","TOTAL",1031,0,"Final"
"2020-05","2021-09","Long-term migrant","Departures","TOTAL","TOTAL",1008,0,"Final"
"2020-06","2021-10","Long-term migrant","Departures","TOTAL","TOTAL",2068,0,"Final"
"2020-07","2021-11","Long-term migrant","Departures","TOTAL","TOTAL",3711,0,"Final"
"2020-08","2021-12","Long-term migrant","Departures","TOTAL","TOTAL",3746,0,"Final"
"2020-09","2022-01","Long-term migrant","Departures","TOTAL","TOTAL",4871,0,"Final"
"2020-10","2022-02","Long-term migrant","Departures","TOTAL","TOTAL",4322,0,"Final"
"2020-11","2022-03","Long-term migrant","Departures","TOTAL","TOTAL",5148,0,"Final"
"2020-12","2022-04","Long-term migrant","Departures","TOTAL","TOTAL",7224,0,"Final"
"2021-01","2022-05","Long-term migrant","Departures","TOTAL","TOTAL",5872,0,"Final"
"2021-02","2022-06","Long-term migrant","Departures","TOTAL","TOTAL",5908,0,"Final"
"2021-03","2022-07","Long-term migrant","Departures","TOTAL","TOTAL",6062,0,"Final"
"2021-04","2022-08","Long-term migrant","Departures","TOTAL","TOTAL",6475,0,"Final"
"2021-05","2022-09","Long-term migrant","Departures","TOTAL","TOTAL",6338,0,"Final"
"2021-06","2022-10","Long-term migrant","Departures","TOTAL","TOTAL",6836,0,"Final"
"2021-07","2022-11","Long-term migrant","Departures","TOTAL","TOTAL",6685,0,"Final"
"2021-08","2022-12","Long-term migrant","Departures","TOTAL","TOTAL",4230,0,"Final"
"2021-09","2023-01","Long-term migrant","Departures","TOTAL","TOTAL",3005,0,"Final"
"2021-10","2023-02","Long-term migrant","Departures","TOTAL","TOTAL",3571,0,"Final"
"2021-11","2023-03","Long-term migrant","Departures","TOTAL","TOTAL",5861,0,"Final"
"2021-12","2023-04","Long-term migrant","Departures","TOTAL","TOTAL",9566,0,"Final"
"2022-01","2023-05","Long-term migrant","Departures","TOTAL","TOTAL",7074,0,"Final"
"2022-02","2023-06","Long-term migrant","Departures","TOTAL","TOTAL",6276,0,"Final"
"2022-03","2023-07","Long-term migrant","Departures","TOTAL","TOTAL",7712,0,"Final"
"2022-04","2023-08","Long-term migrant","Departures","TOTAL","TOTAL",8160,0,"Final"
"2022-05","2023-09","Long-term migrant","Departures","TOTAL","TOTAL",8647,0,"Final"
"2022-06","2023-10","Long-term migrant","Departures","TOTAL","TOTAL",8230,0,"Final"
"2022-07","2023-11","Long-term migrant","Departures","TOTAL","TOTAL",9197,0,"Final"
"2022-08","2023-12","Long-term migrant","Departures","TOTAL","TOTAL",7690,0,"Final"
"2022-09","2024-01","Long-term migrant","Departures","TOTAL","TOTAL",7105,0,"Final"
"2022-10","2024-02","Long-term migrant","Departures","TOTAL","TOTAL",7160,0,"Final"
"2022-11","2024-03","Long-term migrant","Departures","TOTAL","TOTAL",8112,0,"Final"
"2022-12","2024-04","Long-term migrant","Departures","TOTAL","TOTAL",9178,0,"Final"
"2023-01","2024-05","Long-term migrant","Departures","TOTAL","TOTAL",7909,0,"Final"
"2023-02","2024-06","Long-term migrant","Departures","TOTAL","TOTAL",7893,0,"Final"
"2023-03","2024-07","Long-term migrant","Departures","TOTAL","TOTAL",8303,0,"Final"
"2023-04","2024-08","Long-term migrant","Departures","TOTAL","TOTAL",8352,0,"Final"
"2023-05","2024-09","Long-term migrant","Departures","TOTAL","TOTAL",8961,0,"Final"
"2023-06","2024-10","Long-term migrant","Departures","TOTAL","TOTAL",8900,0,"Final"
"2023-07","2024-11","Long-term migrant","Departures","TOTAL","TOTAL",8712,0,"Final"
"2023-08","2024-12","Long-term migrant","Departures","TOTAL","TOTAL",7387,0,"Final"
"2023-09","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",7886,0,"Final"
"2023-10","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",7696,0,"Provisional"
"2023-11","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",8876,20,"Provisional"
"2023-12","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10935,51,"Provisional"
"2024-01","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10167,74,"Provisional"
"2024-02","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",9218,72,"Provisional"
"2024-03","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10694,97,"Provisional"
"2024-04","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10705,100,"Provisional"
"2024-05","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",11187,102,"Provisional"
"2024-06","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",11315,106,"Provisional"
"2024-07","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10797,103,"Provisional"
"2024-08","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",9371,108,"Provisional"
"2024-09","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",9285,134,"Provisional"
"2024-10","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",8506,160,"Provisional"
"2024-11","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",9801,216,"Provisional"
"2024-12","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",11056,238,"Provisional"
"2025-01","2025-01","Long-term migrant","Departures","TOTAL","TOTAL",10905,290,"Provisional"
"2001-01","2020-09","Long-term migrant","Net","Female","0-4 years",-42,0,"Final"
"2001-02","2020-09","Long-term migrant","Net","Female","0-4 years",-102,0,"Final"
"2001-03","2020-09","Long-term migrant","Net","Female","0-4 years",-54,0,"Final"
"2001-04","2020-09","Long-term migrant","Net","Female","0-4 years",-27,0,"Final"
"2001-05","2020-09","Long-term migrant","Net","Female","0-4 years",-95,0,"Final"
"2001-06","2020-09","Long-term migrant","Net","Female","0-4 years",71,0,"Final"
"2001-07","2020-09","Long-term migrant","Net","Female","0-4 years",37,0,"Final"
"2001-08","2020-09","Long-term migrant","Net","Female","0-4 years",60,0,"Final"
"2001-09","2020-09","Long-term migrant","Net","Female","0-4 years",108,0,"Final"
"2001-10","2020-09","Long-term migrant","Net","Female","0-4 years",91,0,"Final"
"2001-11","2020-09","Long-term migrant","Net","Female","0-4 years",172,0,"Final"
"2001-12","2020-09","Long-term migrant","Net","Female","0-4 years",133,0,"Final"
"2002-01","2020-09","Long-term migrant","Net","Female","0-4 years",93,0,"Final"
"2002-02","2020-09","Long-term migrant","Net","Female","0-4 years",87,0,"Final"
"2002-03","2020-09","Long-term migrant","Net","Female","0-4 years",100,0,"Final"
"2002-04","2020-09","Long-term migrant","Net","Female","0-4 years",12,0,"Final"
"2002-05","2020-09","Long-term migrant","Net","Female","0-4 years",70,0,"Final"
"2002-06","2020-09","Long-term migrant","Net","Female","0-4 years",36,0,"Final"
"2002-07","2020-09","Long-term migrant","Net","Female","0-4 years",82,0,"Final"
"2002-08","2020-09","Long-term migrant","Net","Female","0-4 years",144,0,"Final"
"2002-09","2020-09","Long-term migrant","Net","Female","0-4 years",144,0,"Final"
"2002-10","2020-09","Long-term migrant","Net","Female","0-4 years",159,0,"Final"
"2002-11","2020-09","Long-term migrant","Net","Female","0-4 years",180,0,"Final"
"2002-12","2020-09","Long-term migrant","Net","Female","0-4 years",178,0,"Final"
"2003-01","2020-09","Long-term migrant","Net","Female","0-4 years",131,0,"Final"
"2003-02","2020-09","Long-term migrant","Net","Female","0-4 years",102,0,"Final"
"2003-03","2020-09","Long-term migrant","Net","Female","0-4 years",106,0,"Final"
"2003-04","2020-09","Long-term migrant","Net","Female","0-4 years",71,0,"Final"
"2003-05","2020-09","Long-term migrant","Net","Female","0-4 years",37,0,"Final"
"2003-06","2020-09","Long-term migrant","Net","Female","0-4 years",82,0,"Final"
"2003-07","2020-09","Long-term migrant","Net","Female","0-4 years",69,0,"Final"
"2003-08","2020-09","Long-term migrant","Net","Female","0-4 years",50,0,"Final"
"2003-09","2020-09","Long-term migrant","Net","Female","0-4 years",136,0,"Final"
"2003-10","2020-09","Long-term migrant","Net","Female","0-4 years",49,0,"Final"
"2003-11","2020-09","Long-term migrant","Net","Female","0-4 years",119,0,"Final"
"2003-12","2020-09","Long-term migrant","Net","Female","0-4 years",74,0,"Final"
"2004-01","2020-09","Long-term migrant","Net","Female","0-4 years",90,0,"Final"
"2004-02","2020-09","Long-term migrant","Net","Female","0-4 years",28,0,"Final"
"2004-03","2020-09","Long-term migrant","Net","Female","0-4 years",16,0,"Final"
"2004-04","2020-09","Long-term migrant","Net","Female","0-4 years",2,0,"Final"
"2004-05","2020-09","Long-term migrant","Net","Female","0-4 years",-2,0,"Final"
"2004-06","2020-09","Long-term migrant","Net","Female","0-4 years",-21,0,"Final"
"2004-07","2020-09","Long-term migrant","Net","Female","0-4 years",4,0,"Final"
"2004-08","2020-09","Long-term migrant","Net","Female","0-4 years",47,0,"Final"
"2004-09","2020-09","Long-term migrant","Net","Female","0-4 years",74,0,"Final"
"2004-10","2020-09","Long-term migrant","Net","Female","0-4 years",52,0,"Final"
"2004-11","2020-09","Long-term migrant","Net","Female","0-4 years",36,0,"Final"
"2004-12","2020-09","Long-term migrant","Net","Female","0-4 years",98,0,"Final"
"2005-01","2020-09","Long-term migrant","Net","Female","0-4 years",64,0,"Final"
"2005-02","2020-09","Long-term migrant","Net","Female","0-4 years",32,0,"Final"
"2005-03","2020-09","Long-term migrant","Net","Female","0-4 years",-35,0,"Final"
"2005-04","2020-09","Long-term migrant","Net","Female","0-4 years",-54,0,"Final"
"2005-05","2020-09","Long-term migrant","Net","Female","0-4 years",-79,0,"Final"
"2005-06","2020-09","Long-term migrant","Net","Female","0-4 years",11,0,"Final"
"2005-07","2020-09","Long-term migrant","Net","Female","0-4 years",-50,0,"Final"
"2005-08","2020-09","Long-term migrant","Net","Female","0-4 years",56,0,"Final"
"2005-09","2020-09","Long-term migrant","Net","Female","0-4 years",78,0,"Final"
"2005-10","2020-09","Long-term migrant","Net","Female","0-4 years",50,0,"Final"
"2005-11","2020-09","Long-term migrant","Net","Female","0-4 years",88,0,"Final"
"2005-12","2020-09","Long-term migrant","Net","Female","0-4 years",92,0,"Final"
"2006-01","2020-09","Long-term migrant","Net","Female","0-4 years",97,0,"Final"
"2006-02","2020-09","Long-term migrant","Net","Female","0-4 years",26,0,"Final"
"2006-03","2020-09","Long-term migrant","Net","Female","0-4 years",29,0,"Final"
"2006-04","2020-09","Long-term migrant","Net","Female","0-4 years",-9,0,"Final"
"2006-05","2020-09","Long-term migrant","Net","Female","0-4 years",-10,0,"Final"
